"Dec_time","Dec_ZT_time","Condition","mean","SEM"
396,1356,"1 Male",0.166666666666667,0.0958891798092512
397,1357,"1 Male",0.333333333333333,0.16579329820991
398,1358,"1 Male",0.261904761904762,0.132252546787769
399,1359,"1 Male",0.119047619047619,0.0698628235491781
400,1360,"1 Male",0.214285714285714,0.110619175362395
401,1361,"1 Male",0.285714285714286,0.133242046068615
402,1362,"1 Male",0.357142857142857,0.151728058326153
403,1363,"1 Male",0.261904761904762,0.113335675709502
404,1364,"1 Male",0.476190476190476,0.205154527289734
405,1365,"1 Male",0.452380952380952,0.193393741671016
406,1366,"1 Male",0.333333333333333,0.13913064518828
407,1367,"1 Male",0.357142857142857,0.176497832803232
408,1368,"1 Male",0.30952380952381,0.129719142865123
409,1369,"1 Male",0.333333333333333,0.151134565827935
410,1370,"1 Male",0.357142857142857,0.176497832803232
411,1371,"1 Male",0.238095238095238,0.135505779475356
412,1372,"1 Male",0.380952380952381,0.170237181515217
413,1373,"1 Male",0.857142857142857,0.317092314772222
414,1374,"1 Male",0.785714285714286,0.275890942545293
415,1375,"1 Male",0.595238095238095,0.189930985110745
416,1376,"1 Male",0.761904761904762,0.212308597436194
417,1377,"1 Male",1,0.302908855401429
418,1378,"1 Male",0.738095238095238,0.207466672552775
419,1379,"1 Male",0.857142857142857,0.237513808074498
420,1380,"1 Male",1.02380952380952,0.265053399476147
421,1381,"1 Male",0.761904761904762,0.230662137868652
422,1382,"1 Male",0.880952380952381,0.248578726402632
423,1383,"1 Male",0.714285714285714,0.205289275762252
424,1384,"1 Male",0.952380952380952,0.252633931895852
425,1385,"1 Male",1.04761904761905,0.315956562371952
426,1386,"1 Male",0.928571428571429,0.255923680966629
427,1387,"1 Male",1.04761904761905,0.261667086750473
428,1388,"1 Male",1.38095238095238,0.433702667076205
429,1389,"1 Male",1.21428571428571,0.271648544643385
430,1390,"1 Male",0.785714285714286,0.214285714285714
431,1391,"1 Male",1.21428571428571,0.359919519791202
432,1392,"1 Male",1.21428571428571,0.346771595203653
433,1393,"1 Male",0.666666666666667,0.235291270962717
434,1394,"1 Male",0.80952380952381,0.279451294196712
435,1395,"1 Male",0.476190476190476,0.177863482466189
436,1396,"1 Male",0.547619047619048,0.218755802185884
437,1397,"1 Male",0.547619047619048,0.177746837913825
438,1398,"1 Male",0.571428571428571,0.207699799957229
