"Dec_time","Dec_ZT_time","Condition","mean","SEM"
480,0,"1 Male",2.35416666666667,0.240952570546477
481,1,"1 Male",2.25,0.240971732546631
482,2,"1 Male",2.22916666666667,0.227224198289742
483,3,"1 Male",1.95833333333333,0.199641374687207
484,4,"1 Male",2.20833333333333,0.206194696719103
485,5,"1 Male",2.14583333333333,0.216740815190096
486,6,"1 Male",2.125,0.21599390916025
487,7,"1 Male",2.22916666666667,0.225264980557833
488,8,"1 Male",1.97916666666667,0.213651102817712
489,9,"1 Male",1.79166666666667,0.185842754905397
490,10,"1 Male",1.66666666666667,0.223474603356072
491,11,"1 Male",1.85416666666667,0.190626029431782
492,12,"1 Male",1.8125,0.201184986855804
493,13,"1 Male",1.70833333333333,0.214621416093229
494,14,"1 Male",1.89583333333333,0.193510824310413
495,15,"1 Male",1.33333333333333,0.158487233901323
496,16,"1 Male",1.97916666666667,0.203012732659184
497,17,"1 Male",1.9375,0.184521256151239
498,18,"1 Male",1.8125,0.196729126696532
499,19,"1 Male",1.5625,0.173374543314477
500,20,"1 Male",1.45833333333333,0.170933848651042
501,21,"1 Male",1.8125,0.209813007763938
502,22,"1 Male",1.5625,0.197291612838595
503,23,"1 Male",1.5625,0.201735049363872
504,24,"1 Male",1.5625,0.175912640512837
505,25,"1 Male",1.4375,0.157288217401474
506,26,"1 Male",1.58333333333333,0.20157476951954
507,27,"1 Male",1.60416666666667,0.201368507976615
508,28,"1 Male",1.625,0.207622902165311
509,29,"1 Male",1.41666666666667,0.178233384863514
510,30,"1 Male",1.6875,0.197852499863226
511,31,"1 Male",1.54166666666667,0.17854398640879
512,32,"1 Male",1.45833333333333,0.185842754905397
513,33,"1 Male",1.375,0.164772032502593
514,34,"1 Male",1.9375,0.256832606163338
515,35,"1 Male",1.75,0.189484182239967
516,36,"1 Male",1.72916666666667,0.182912759049684
517,37,"1 Male",1.35416666666667,0.158923638308588
518,38,"1 Male",1.47916666666667,0.171014866357771
519,39,"1 Male",1.3125,0.163506159469291
520,40,"1 Male",1.02083333333333,0.13802553768913
521,41,"1 Male",1.5625,0.185718486917643
522,42,"1 Male",1.89583333333333,0.285959228317687
523,43,"1 Male",1.5625,0.195031935010036
524,44,"1 Male",1.72916666666667,0.167743639184911
525,45,"1 Male",1.4375,0.201735049363872
526,46,"1 Male",1.14583333333333,0.148841815138778
527,47,"1 Male",1.39583333333333,0.190043815714306
